ItemID,ItemName,CurrentValue,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Source,Tag,Tag2,Description
4402,Rough Sapphire,3892,3892,,3892,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4403,Rough Topaz,6596,6596,,6596,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4404,Rough Emerald,7009,7009,,7009,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4405,Rough Diamond,6208,6208,,6208,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4406,Rough Translucent Crystal,1349,1349,,1349,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4407,Rough Mud Crystal,1786,1786,,1786,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4408,Rough Red Crystal,1387,1387,,1387,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4409,Rough Green Crystal,1406,1406,,1406,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4410,Rough Black Crystal,2547,2547,,2547,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4411,Rough Blue Crystal,1537,1537,,1537,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4412,Rough Violet Crystal,1593,1593,,1593,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4413,Rough Lapis Lazuli,6560,6560,,6560,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4451,Ruby,13495,13495,,13495,,,Yes,No,5,Rough Ruby,,,,,,,,,,,2.5,,,Processing,,,
4452,Resplendent Ruby,43268,43268,,43268,,,Yes,No,5,Ruby,,,,,,,,,,,1.5,,,Processing,,,
4453,Blood Ruby,266742,266742,,266742,,,Yes,No,7,Resplendent Ruby,3,Gem Polisher,,,,,,,,,1.5,,,Processing,,,
4454,Sapphire,14244,14244,,14244,,,Yes,No,5,Rough Sapphire,,,,,,,,,,,2.5,,,Processing,,,
4455,Resplendent Sapphire,46267,46267,,46267,,,Yes,No,5,Sapphire,,,,,,,,,,,1.5,,,Processing,,,
4456,Ocean Sapphire,240973,240973,,240973,,,Yes,No,7,Resplendent Sapphire,3,Gem Polisher,,,,,,,,,1.5,,,Processing,,,
4457,Topaz,26389,26389,,26389,,,Yes,No,5,Rough Topaz,,,,,,,,,,,2.5,,,Processing,,,
4458,Resplendent Topaz,100722,100722,,100722,,,Yes,No,5,Topaz,,,,,,,,,,,1.5,,,Processing,,,
4459,Gold Topaz,284273,284273,,284273,,,Yes,No,7,Resplendent Topaz,3,Gem Polisher,,,,,,,,,1.5,,,Processing,,,
4460,Emerald,18981,18981,,18981,,,Yes,No,5,Rough Emerald,,,,,,,,,,,2.5,,,Processing,,,
4461,Resplendent Emerald,78145,78145,,78145,,,Yes,No,5,Emerald,,,,,,,,,,,1.5,,,Processing,,,
4462,Forest Emerald,269012,269012,,269012,,,Yes,No,7,Resplendent Emerald,3,Gem Polisher,,,,,,,,,1.5,,,Processing,,,
4463,Diamond,14994,14994,,14994,,,Yes,No,5,Rough Diamond,,,,,,,,,,,2.5,,,Processing,,,
4464,Resplendent Diamond,53550,53550,,53550,,,Yes,No,5,Diamond,,,,,,,,,,,1.5,,,Processing,,,
4465,Star Diamond,252947,252947,,252947,,,Yes,No,7,Resplendent Diamond,3,Gem Polisher,,,,,,,,,1.5,,,Processing,,,
4466,Translucent Crystal,5398,5398,,5398,,,Yes,No,5,Rough Translucent Crystal,,,,,,,,,,,2.5,,,Processing,,,
4467,Mud Crystal,7145,7145,,7145,,,Yes,No,5,Rough Mud Crystal,,,,,,,,,,,2.5,,,Processing,,,
4468,Red Crystal,6150,6150,,6150,,,Yes,No,5,Rough Red Crystal,,,,,,,,,,,2.5,,,Processing,,,
4469,Green Crystal,5623,5623,,5623,,,Yes,No,5,Rough Green Crystal,,,,,,,,,,,2.5,,,Processing,,,
4470,Black Crystal,10187,10187,,10187,,,Yes,No,5,Rough Black Crystal,,,,,,,,,,,2.5,,,Processing,,,
4476,Red Coral,30710,30710,,30710,,,Yes,No,10,Coral Piece,1,Ruby,,,,,,,,,1.5,,,Processing,,,
4477,Blue Coral,45000,45000,,45000,,,Yes,No,10,Coral Piece,1,Sapphire,,,,,,,,,1.5,,,Processing,,,
4478,Twilight Red Coral,187277,187277,,187277,,,Yes,No,3,Red Coral,1,Resplendent Ruby,,,,,,,,,1.5,,,Processing,,,
4479,Daybreak Blue Coral,153225,153225,,153225,,,Yes,No,3,Blue Coral,1,Resplendent Sapphire,,,,,,,,,1.5,,,Processing,,,
4481,Gem Polisher,55000,55000,,55000,,,Yes,No,1,Pure Powder Reagent,4,Processed Coal,2,Trace of Origin,6,Purified Water,,,,,1.5,,,Alchemy,,,
4483,Blue Crystal,6147,6147,,6147,,,Yes,No,5,Rough Blue Crystal,,,,,,,,,,,2.5,,,Processing,,,
4485,Violet Crystal,6372,6372,,6372,,,Yes,No,5,Rough Violet Crystal,,,,,,,,,,,2.5,,,Processing,,,
4490,Lapis Lazuli,28864,28864,,28864,,,Yes,No,5,Rough Lapis Lazuli,,,,,,,,,,,2.5,,,Processing,,,
4491,Resplendent Lapis Lazuli,92547,92547,,92547,,,Yes,No,,,,,,,,,,,,,1.5,,,Processing,,,
4492,Indigo Lapis Lazuli,426540,426540,,426540,,,Yes,No,,,,,,,,,,,,,1.5,,,Processing,,,
4601,Ash Timber,605,605,,605,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4602,Maple Timber,649,649,,649,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4603,Pine Timber,777,777,,777,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4604,Birch Timber,693,693,,693,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4605,Log,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4606,Fir Timber,751,751,,751,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4607,Cedar Timber,821,821,,821,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4608,White Cedar Timber,864,864,,864,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4609,Acacia Timber,910,910,,910,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4610,Palm Timber,531,531,,531,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4611,Elder Tree Timber,627,627,,627,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4612,Cactus Rind,335,335,,335,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4613,Old Tree Branch,413,413,,413,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4614,Moss Tree Timber,425,425,,425,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4615,Loopy Tree Timber,807,807,,807,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Timber,,
4651,Ash Plank,1767,1767,,1767,,,Yes,No,5,Ash Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4652,Ash Plywood,9180,9180,,9180,,,Yes,No,10,Ash Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4653,Sturdy Ash Plywood,157558,157558,,157558,,,Yes,No,10,Ash Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4654,Maple Plank,2597,2597,,2597,,,Yes,No,5,Maple Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4655,Maple Plywood,12442,12442,,12442,,,Yes,No,10,Maple Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4656,Sturdy Maple Plywood,144000,144000,,144000,,,Yes,No,10,Maple Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4657,Pine Plank,2820,2820,,2820,,,Yes,No,5,Pine Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4658,Pine Plywood,12494,12494,,12494,,,Yes,No,10,Pine Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4659,Sturdy Pine Plywood,113607,113607,,113607,,,Yes,No,10,Pine Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4660,Birch Plank,2772,2772,,2772,,,Yes,No,5,Birch Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4661,Birch Plywood,10900,10900,,10900,,,Yes,No,10,Birch Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4662,Sturdy Birch Plywood,164498,164498,,164498,,,Yes,No,10,Birch Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4663,Fir Plank,2943,2943,,2943,,,Yes,No,5,Fir Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4664,Fir Plywood,17249,17249,,17249,,,Yes,No,10,Fir Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4665,Sturdy Fir Plywood,82202,82202,,82202,,,Yes,No,10,Fir Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4666,Cedar Plank,2598,2598,,2598,,,Yes,No,5,Cedar Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4667,Cedar Plywood,11970,11970,,11970,,,Yes,No,10,Cedar Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4668,Sturdy Cedar Plywood,89415,89415,,89415,,,Yes,No,10,Cedar Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4669,Usable Scantling,2772,2772,,2772,,,Yes,No,10,Log,,,,,,,,,,,2.5,,,Processing,,,
4670,Palm Plank,1591,1591,,1591,,,Yes,No,5,Palm Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4671,Palm Plywood,12726,12726,,12726,,,Yes,No,10,Palm Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4672,Sturdy Palm Plywood,204017,204017,,204017,,,Yes,No,10,Palm Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4673,Elder Tree Plank,1733,1733,,1733,,,Yes,No,5,Elder Tree Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4674,Elder Tree Plywood,13860,13860,,13860,,,Yes,No,10,Elder Tree Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4675,Sturdy Elder Tree Plywood,191944,191944,,191944,,,Yes,No,10,Elder Tree Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4676,White Cedar Plank,2473,2473,,2473,,,Yes,No,5,White Cedar Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4677,White Cedar Plywood,12600,12600,,12600,,,Yes,No,10,White Cedar Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4678,Sturdy White Cedar Plywood,128156,128156,,128156,,,Yes,No,10,White Cedar Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4680,Acacia Plank,3636,3636,,3636,,,Yes,No,5,Acacia Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4681,Acacia Plywood,19000,19000,,19000,,,Yes,No,10,Acacia Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4682,Sturdy Acacia Plywood,144733,144733,,144733,,,Yes,No,10,Acacia Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4683,Cactus Thorn,562,562,,562,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4684,Plywood Hardener,48000,48000,,48000,,,Yes,No,1,Pure Powder Reagent,3,Bloody Tree Knot,4,Fir Sap,3,Trace of the Earth,,,,,2.0,,,Alchemy,,,
4685,Standardized Timber Square,24255,24255,,24255,,,Yes,No,10,Usable Scantling,,,,,,,,,,,2.0,,,Processing,,,
4686,Sturdy Timber Square,162617,162617,,162617,,,Yes,No,10,Standardized Timber Square,1,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4687,Hard Pillar,330000,330000,,330000,,,Yes,No,10,Log,10,Plywood Hardener,,,,,,,,,,,,Processing,,,
4688,Ship Repair Material,8492,8492,,8492,,,Yes,No,,,,,,,,,,,,,,,,Processing,,,
4689,Ship Repair Kit,181818,181818,,181818,,,Yes,No,,,,,,,,,,,,,,,,Processing,,,
4691,Pine Coated Plywood,21000,21000,,21000,,,Yes,No,5,Pine Plywood,50,Coconut,,,,,,,,,,,,Processing,,,
4694,Moss Tree Plank,1701,1701,,1701,,,Yes,No,5,Moss Tree Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4695,Moss Tree Plywood,13608,13608,,13608,,,Yes,No,10,Moss Tree Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4696,Sturdy Moss Tree Plywood,144838,144838,,144838,,,Yes,No,10,Moss Tree Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4697,Loopy Tree Plank,1796,1796,,1796,,,Yes,No,5,Loopy Tree Timber,,,,,,,,,,,2.5,,,Processing,Wood Plank,,
4698,Loopy Tree Plywood,14364,14364,,14364,,,Yes,No,10,Loopy Tree Plank,,,,,,,,,,,2.5,,,Processing,Plywood,,
4699,Sturdy Loopy Tree Plywood,185758,185758,,185758,,,Yes,No,10,Loopy Tree Plywood,3,Plywood Hardener,,,,,,,,,2.0,,,Processing,,,
4700,Emergency Ship Repair Kit,39999,39999,,39999,,,Yes,No,,,,,,,,,,,,,,,,Processing,,,
4801,Powder of Darkness,1874,1874,,1874,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4802,Powder of Flame,1878,1878,,1878,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4803,Powder of Crevice,1882,1882,,1882,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4804,Powder of Earth,5924,5924,,5924,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4805,Powder of Time,1889,1889,,1889,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4901,Black Stone Powder,2719,2719,,2719,,,Yes,No,,,,,,,,,,,,,,,,Processing,,,
4902,Alluvial Gold,5300,5300,,5300,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4903,Empty Crystal,2500,2500,,2500,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
4906,Grade 1 Weapon Reform Stone,103500,103500,,103500,,,Yes,No,10,Tin Ore,1,Translucent Crystal,1,Bloody Tree Knot,1,Sinner's Blood,10,Black Stone Powder,,,1.0,,,Workshop,,,
4907,Grade 1 Armor Reform Stone,103500,103500,,103500,,,Yes,No,10,Zinc Ore,1,Mud Crystal,1,Bloody Tree Knot,1,Sinner's Blood,10,Black Stone Powder,,,1.0,,,Workshop,,,
4908,Grade 2 Weapon Reform Stone,199699,199699,,199699,,,Yes,No,3,Brass Ingot,2,Red Crystal,2,Monk's Branch,2,Wise Man's Blood,20,Black Stone Powder,,,1.0,,,Workshop,,,
4909,Grade 2 Armor Reform Stone,206994,206994,,206994,,,Yes,No,3,Bronze Ingot,2,Green Crystal,2,Spirit's Leaf,2,Legendary Beast's Blood,20,Black Stone Powder,,,1.0,,,Workshop,,,
4910,Grade 3 Weapon Reform Stone,310500,310500,,310500,,,Yes,No,5,Steel,3,Melted Platinum Shard,3,Black Crystal,2,Red Tree Lump,2,Clown's Blood,40,Black Stone Powder,1.0,,,Workshop,,,
4911,Grade 3 Armor Reform Stone,310500,310500,,310500,,,Yes,No,4,Steel,3,Melted Platinum Shard,3,Black Crystal,2,Old Tree Bark,2,Tyrant's Blood,40,Black Stone Powder,1.0,,,Workshop,,,
4912,Ultimate Weapon Reform Stone,7590000,7590000,,7590000,,,Yes,No,10,Grade 3 Weapon Reform Stone,1,Sharp Black Crystal Shard,,,,,,,,,,,,Processing,,,
4913,Ultimate Armor Reform Stone,5099998,5099998,,5099998,,,Yes,No,10,Grade 3 Armor Reform Stone,1,Hard Black Crystal Shard,,,,,,,,,,,,Processing,,,
4914,Aal's Tear,21000,21000,,21000,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
4915,Manos,5000000,5000000,,5000000,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
4916,Blue Reagent,50000,50000,,50000,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
4917,Forest Fury,3600000,3600000,,3600000,,,Yes,No,,,,,,,,,,,,,,,,Drop,,,
4918,Magical Shard,,,,,,,Yes,No,,,,,,,,,,,,,,,,Processing,,,
4919,Piece of Image,,,,,,,Yes,No,100,Trace of Memory,100,Trace of Forest,100,Trace of Death,100,Weeds,1,Merindora's Element,,,100.0,,,Processing,,,
4921,Design: Epheria Frigate,1000000,1000000,,1000000,,,Yes,No,,,,,,,,,,,,,,,,Quest,,,
4923,Merindora's Element,500000,500000,,500000,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
4925,Tears of the Falling Moon,100000,100000,,100000,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
4997,Hard Black Crystal Shard,1600000,1600000,,1600000,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
4998,Sharp Black Crystal Shard,3600000,3600000,,3600000,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5001,Ash Sap,2100,2100,,2100,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5002,Maple Sap,1394,1394,,1394,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5003,Pine Sap,3000,3000,,3000,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5004,Birch Sap,851,851,,851,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5005,Bloody Tree Knot,3856,3856,,3856,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5006,Spirit's Leaf,2249,2249,,2249,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5007,Monk's Branch,2249,2249,,2249,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5008,Old Tree Bark,2249,2249,,2249,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5009,Fir Sap,2011,2011,,2011,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5010,Cedar Sap,1229,1229,,1229,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5011,Red Tree Lump,2699,2699,,2699,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5012,White Cedar Sap,662,662,,662,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5013,Acacia Sap,662,662,,662,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5014,Elder Tree Sap ,1030,1030,,1030,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5015,Palm Sap ,1407,1407,,1407,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5016,Cactus Sap,694,694,,694,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5017,Moss Tree Sap,2016,2016,,2016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5018,Loopy Tree Sap,982,982,,982,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5019,Dead Tree Essence,49500,49500,,49500,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5201,Fruit of Crimson Flame,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5202,Essence of Crimson Flame,78733,78733,,78733,,,Yes,No,2,Fruit of Crimson Flame,3,Dwarf Mushroom,4,Ash Sap,2,Trace of Ascension,,,,,,,,Alchemy,,,
5203,Fruit of Abundance,34560,34560,,34560,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5204,Essence of Abundance,44880,44880,,44880,,,Yes,No,2,Fruit of Abundance,2,Cloud Mushroom,4,Birch Sap,2,Trace of Ascension,,,,,,,,Alchemy,,,
5205,Fruit of Nature,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5206,Essence of Nature,51716,51716,,51716,,,Yes,No,2,Fruit of Nature,3,Fortune Teller Mushroom,4,Maple Sap,2,Trace of the Earth,,,,,,,,Alchemy,,,
5207,Fruit of the Sun,34560,34560,,34560,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5208,Essence of the Sun,45408,45408,,45408,,,Yes,No,2,Fruit of the Sun,3,Arrow Mushroom,4,Pine Sap,2,Trace of the Earth,,,,,,,,Alchemy,,,
5209,Fruit of Enchantment,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5210,Essence of Enchantment,39195,39195,,39195,,,Yes,No,2,Fruit of Enchantment,3,Fire Flake Flower,4,Ash Sap,2,Powder of Darkness,,,,,,,,Alchemy,,,
5211,Fruit of Magic Power,34560,34560,,34560,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5212,Essence of Magic Power,62832,62832,,62832,,,Yes,No,2,Fruit of Magic Power,3,Dry Mane Grass,4,Birch Sap,2,Powder of Darkness,,,,,,,,Alchemy,,,
5213,Fruit of Perfection,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5214,Essence of Perfection,52318,52318,,52318,,,Yes,No,2,Fruit of Perfection,3,Sunrise Herb,4,Maple Sap,2,Powder of Flame,,,,,,,,Alchemy,,,
5215,Fruit of Destruction,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5216,Essence of Destruction,52201,52201,,52201,,,Yes,No,2,Fruit of Destruction,,,,,,,,,,,,,,Alchemy,,,
5217,Deep Sea Fruit,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5218,Essence of Deep Sea,38016,38016,,38016,,,Yes,No,,,,,,,,,,,,,,,,Alchemy,,,
5301,Clear Liquid Reagent,2691,2691,,2691,,,Yes,No,1,Weeds,1,Sunrise Herb,1,Salt,1,Purified Water,,,,,2.5,,,Alchemy,,,
5302,Pure Powder Reagent,2691,2691,,2691,,,Yes,No,1,Weeds,1,Silver Azalea,1,Sugar,1,Purified Water,,,,,2.5,,,Alchemy,,,
5401,Sunrise Herb,284,284,,284,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5402,Silver Azalea,265,265,,265,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5403,Fire Flake Flower,280,280,,280,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5404,Dry Mane Grass,431,431,,431,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5405,Silk Honey Grass,231,231,,231,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5406,Everlasting Herb,13090,13090,,13090,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5407,Fortune Teller Mushroom,446,446,,446,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5408,Arrow Mushroom,724,724,,724,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5409,Dwarf Mushroom,463,463,,463,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5410,Cloud Mushroom,450,450,,450,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5411,Sky Mushroom,469,469,,469,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5412,Tiger Mushroom,448,448,,448,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5413,Emperor Mushroom,443,443,,443,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5414,Ghost Mushroom,378,378,,378,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5415,Fog Mushroom,801,801,,801,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5416,Hump Mushroom,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5417,Bluffer Mushroom,770,770,,770,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5418,Ancient Mushroom,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5419,Amanita Mushroom,565,565,,565,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5420,Truffle Mushroom,791,791,,791,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5439,Wild Grass,1701,1701,,1701,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5515,Rainbow Button Mushroom,1018,1018,,1018,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5516,Blue Umbrella Mushroom,996,996,,996,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5517,Volcanic Umbrella Mushroom,975,975,,975,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5525,Sky Blue Flower,1076,1076,,1076,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5526,Violet Flower,1122,1122,,1122,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5600,Weeds,622,622,,622,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5601,Insectivore Plant Powder,9978,9978,,9978,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5602,Insectivore Plant Sap,9430,9430,,9430,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5603,Herbal Poison,5636,5636,,5636,,,Yes,No,1,Insectivore Plant Sap,5,Amanita Mushroom,,,,,,,,,2.0,,,Alchemy,,,
5604,Herbal Gunpowder,16297,16297,,16297,,,Yes,No,1,Insectivore Plant Powder,1,Powder of Darkness,,,,,,,,,2.0,,,Alchemy,,,
5801,Cotton,800,800,,800,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5802,Flax,700,700,,700,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5803,Silkworm Cocoon,851,851,,851,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5804,Fleece,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5851,Cotton Yarn,2117,2117,,2117,,,Yes,No,5,Cotton,,,,,,,,,,,2.5,,,Processing,,,
5852,Flax Thread,2249,2249,,2249,,,Yes,No,5,Flax,,,,,,,,,,,2.5,,,Processing,,,
5853,Silk Thread,3402,3402,,3402,,,Yes,No,5,Silkworm Cocoon,,,,,,,,,,,2.5,,,Processing,,,
5854,Knitting Yarn,2747,2747,,2747,,,Yes,No,5,Fleece,,,,,,,,,,,2.5,,,Processing,,,
5855,Cotton Fabric,9596,9596,,9596,,,Yes,No,10,Cotton Yarn,,,,,,,,,,,2.5,,,Processing,,,
5856,Flax Fabric,10196,10196,,10196,,,Yes,No,10,Flax Thread,,,,,,,,,,,2.5,,,Processing,,,
5857,Silk,15422,15422,,15422,,,Yes,No,10,Silk Thread,,,,,,,,,,,2.5,,,Processing,,,
5858,Wool,12450,12450,,12450,,,Yes,No,10,Knitting Yarn,,,,,,,,,,,2.5,,,Processing,,,
5859,Tough Flax Fabric,19250,19250,,19250,,,Yes,No,1,[Guild] Hekaru's Spike,10,Flax Fabric,,,,,,,,,,,,Processing,,,
5860,Enhanced Flax Fabric,36100,36100,,36100,,,Yes,No,5,Shining Powder,5,Flax Fabric,,,,,,,,,,,,Processing,,,
5951,Trace of Chaos,4410,4410,,4410,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5952,Trace of Despair,4410,4410,,4410,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5954,Trace of the Earth,9702,9702,,9702,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5955,Trace of Ascension,7526,7526,,7526,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5956,Trace of Savagery,7938,7938,,7938,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5957,Trace of Origin,8820,8820,,8820,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5958,Trace of Battle,4786,4786,,4786,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5959,Trace of Hunting,4410,4410,,4410,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
